id,name,categories,difficulty,solved
762B,"USB vs. PS/2","greedy;implementation;sortings;two pointers",1400,5024
762A,"k-th divisor","math;number theory",1400,10367
761F,"Dasha and Photos","brute force;data structures;dp;implementation",2600,315
761E,"Dasha and Puzzle","constructive algorithms;dfs and similar;graphs;greedy;trees",2000,1510
761D,"Dasha and Very Difficult Problem","binary search;brute force;constructive algorithms;greedy;sortings",1700,3163
761C,"Dasha and Password","brute force;dp;implementation",1500,4703
761B,"Dasha and friends","brute force;implementation;math",1300,5833
761A,"Dasha and Stairs","brute force;constructive algorithms;implementation;math",1000,11683
760B,"Frodo and pillows","binary search;greedy",1500,4188
760A,"Petr and a calendar","implementation;math",800,6619
758F,"Geometrical Progression","brute force;math;number theory",2400,471
758E,"Broken Tree","dfs and similar;dp;graphs;greedy;trees",2600,335
758D,"Ability To Convert","constructive algorithms;dp;greedy;math;strings",2000,2333
758C,"Unfair Poll","binary search;constructive algorithms;implementation;math",1700,3348
758B,"Blown Garland","brute force;implementation;number theory",1100,8314
758A,"Holiday Of Equality","implementation;math",800,29404
757G,"Can Bash Save the Day?","data structures;divide and conquer;graphs;trees",3400,203
757F,"Team Rocket Rises Again","data structures;graphs;shortest paths",2800,649
757E,"Bash Plays with Functions","brute force;combinatorics;dp;number theory",2500,826
757D,"Felicity's Big Secret Revealed","bitmasks;dp",2200,1081
757C,"Felicity is Coming!","data structures;hashing;sortings;strings",1900,2087
757B,"Bash's Big Day","greedy;math;number theory",1400,6939
757A,"Gotta Catch Em' All!","implementation",1000,9122
756F,"Long number","expression parsing;math;number theory",3400,59
756E,"Byteland coins","combinatorics;dp;math",3200,89
756D,"Bacterial Melee","brute force;combinatorics;dp;string suffix structures",2400,730
756C,"Nikita and stack","data structures",2200,1031
756B,"Travel Card","binary search;dp",1600,2570
756A,"Pavel and barbecue","constructive algorithms;dfs and similar",1700,2720
755G,"PolandBall and Many Other Balls","combinatorics;divide and conquer;dp;fft;math;number theory",3200,408
755F,"PolandBall and Gifts","bitmasks;dp;greedy",2600,727
755E,"PolandBall and White-Red graph","constructive algorithms;graphs;shortest paths",2400,665
755D,"PolandBall and Polygon","data structures",2000,2191
755C,"PolandBall and Forest","dfs and similar;dsu;graphs;interactive;trees",1300,7387
755B,"PolandBall and Game","binary search;data structures;games;greedy;sortings;strings",1100,7588
755A,"PolandBall and Hypothesis","brute force;graphs;math;number theory",800,12613
754E,"Dasha and cyclic table","bitmasks;brute force;fft;strings;trees",2600,337
754D,"Fedor and coupons","binary search;data structures;greedy;sortings",2100,1794
754C,"Vladik and chat","brute force;constructive algorithms;dp;implementation;strings",2200,785
754B,"Ilya and tic-tac-toe game","brute force;implementation",1100,6191
754A,"Lesha and array splitting","constructive algorithms;greedy;implementation",1200,6441
753C,"Interactive Bulls and Cows (Hard)","brute force;constructive algorithms;interactive",2500,222
753B,"Interactive Bulls and Cows (Easy)","brute force;constructive algorithms;implementation",1600,974
753A,"Santa Claus and Candies","dp;greedy;math",1000,5979
750H,"New Year and Snowy Grid","dfs and similar;dsu;graphs;interactive",3500,97
750G,"New Year and Binary Tree Paths","bitmasks;brute force;combinatorics;dp",3200,213
750F,"New Year and Finding Roots","constructive algorithms;implementation;interactive;trees",2800,339
750E,"New Year and Old Subsequence","data structures;divide and conquer;dp;matrices",2600,923
750D,"New Year and Fireworks","brute force;data structures;dfs and similar;dp;implementation",1900,2859
750C,"New Year and Rating","binary search;greedy;math",1600,5643
750B,"New Year and North Pole","geometry;implementation",1300,8178
750A,"New Year and Hurry","binary search;brute force;implementation;math",800,33011
749E,"Inversions After Shuffle","data structures;probabilities",2400,661
749D,"Leaving Auction","binary search;data structures",2000,2101
749C,"Voting","greedy;implementation;two pointers",1500,5127
749B,"Parallelogram is Back","brute force;constructive algorithms;geometry",1200,6871
749A,"Bachgold Problem","greedy;implementation;math;number theory",800,26880
748F,"Santa Clauses and a Soccer Championship","constructive algorithms;dfs and similar;graphs;trees",2300,501
748E,"Santa Claus and Tangerines","binary search;data structures;greedy;two pointers",2100,1271
748D,"Santa Claus and a Palindrome","constructive algorithms;data structures;greedy",2100,1476
748C,"Santa Claus and Robot","constructive algorithms;math",1400,4103
748B,"Santa Claus and Keyboard Check","implementation;strings",1500,4635
748A,"Santa Claus and a Place in a Class","implementation;math",800,7247
747F,"Igor and Interesting Numbers","brute force;combinatorics;dp;math",2500,338
747E,"Comments","dfs and similar;expression parsing;implementation;strings",1700,1702
747D,"Winter Is Coming","dp;greedy;sortings",1800,2397
747C,"Servers","implementation",1300,3761
747B,"Mammoth's Genome Decoding","implementation;strings",900,6412
747A,"Display Size","brute force;math",800,7637
746G,"New Roads","constructive algorithms;graphs;trees",2100,1025
746F,"Music in Car","data structures;greedy;two pointers",2200,514
746E,"Numbers Exchange","greedy;implementation;math",1900,1484
746D,"Green and Black Tea","constructive algorithms;greedy;math",1500,4035
746C,"Tram","constructive algorithms;implementation;math",1600,3267
746B,"Decoding","implementation;strings",900,14896
746A,"Compote","implementation;math",800,14310
745B,"Hongcow Solves A Puzzle","implementation",1400,3320
745A,"Hongcow Learns the Cyclic Shift","implementation;strings",900,8268
744E,"Hongcow Masters the Cyclic Shift","strings;two pointers",3200,76
744D,"Hongcow Draws a Circle","geometry",3200,90
744C,"Hongcow Buys a Deck of Cards","bitmasks;brute force;dp",2400,756
744B,"Hongcow's Game","bitmasks;divide and conquer;interactive",1900,1457
744A,"Hongcow Builds A Nation","dfs and similar;graphs",1500,5891
743E,"Vladik and cards","binary search;bitmasks;brute force;dp",2200,1156
743D,"Chloe and pleasant prizes","dfs and similar;dp;graphs;trees",1800,3429
743C,"Vladik and fractions","brute force;constructive algorithms;math;number theory",1500,8147
743B,"Chloe and the sequence","binary search;bitmasks;constructive algorithms;implementation",1200,9997
743A,"Vladik and flights","constructive algorithms;greedy;implementation",1200,8954
742B,"Arpa’s obvious problem and Mehrdad’s terrible solution","brute force;math;number theory",1500,7355
742A,"Arpa’s hard exam and Mehrdad’s naive cheat","implementation;math;number theory",1000,20770
741E,"Arpa’s abnormal DNA and Mehrdad’s deep interest","data structures;string suffix structures",3400,122
741D,"Arpa’s letter-marked tree and Mehrdad’s Dokhtar-kosh paths","data structures;dfs and similar;trees",2900,1153
741C,"Arpa’s overnight party and Mehrdad’s silent entering","constructive algorithms;dfs and similar;graphs",2600,1481
741B,"Arpa's weak amphitheater and Mehrdad's valuable Hoses","dfs and similar;dp;dsu",1600,4175
741A,"Arpa's loud Owf and Mehrdad's evil plan","dfs and similar;math",1600,4867
740B,"Alyona and flowers","constructive algorithms",1200,6296
740A,"Alyona and copybooks","brute force;implementation",1300,7313
739E,"Gosha is hunting","brute force;data structures;dp;flows;math;probabilities;sortings",3000,967
739D,"Recover a functional graph","graph matchings",3400,102
739C,"Alyona and towers","data structures",2500,858
739B,"Alyona and a tree","binary search;data structures;dfs and similar;graphs;trees",1900,3446
739A,"Alyona and mex","constructive algorithms;greedy",1700,5823
737F,"Dirty plates","constructive algorithms;math",3300,47
737E,"Tanya is 5!","graph matchings;graphs;greedy;schedules",3300,51
736E,"Chess Championship","constructive algorithms;flows;greedy;math",2900,139
736D,"Permutations","math;matrices",2800,308
735E,"Ostap and Tree","dp;trees",2500,615
735D,"Taxes","math;number theory",1600,8642
735C,"Tennis Championship","combinatorics;constructive algorithms;greedy;math",1600,6075
735B,"Urbanization","greedy;number theory;sortings",1100,6948
735A,"Ostap and Grasshopper","implementation;strings",800,9837
734F,"Anton and School","bitmasks;constructive algorithms;implementation;math",2500,913
734E,"Anton and Tree","dfs and similar;dp;trees",2100,2299
734D,"Anton and Chess","implementation",1700,3334
734C,"Anton and Making Potions","binary search;dp;greedy;two pointers",1600,4525
734B,"Anton and Digits","brute force;greedy;implementation;math",800,20595
734A,"Anton and Danik","implementation;strings",800,57539
733F,"Drivers Dissatisfaction","data structures;dsu;graphs;trees",2200,839
733E,"Sleep in Class","constructive algorithms;data structures;math;two pointers",2400,534
733D,"Kostya the Sculptor","data structures;hashing",1600,3673
733C,"Epidemic in Monstropolis","constructive algorithms;dp;greedy;two pointers",1800,2866
733B,"Parade","math",1100,9350
733A,"Grasshopper And the String","implementation",1000,13305
732F,"Tourist Reform","dfs and similar;graphs",2300,1256
732E,"Sockets","greedy;sortings",2100,1444
732D,"Exams","binary search;greedy;sortings",1700,4438
732C,"Sanatorium","binary search;constructive algorithms;greedy;implementation;math",1200,7757
732B,"Cormen --- The Best Friend Of a Man","dp;greedy",1000,17844
732A,"Buy a Shovel","brute force;constructive algorithms;implementation;math",800,32036
731F,"Video Cards","brute force;data structures;implementation;math;number theory",1900,2341
731E,"Funny Game","dp;games",2200,1042
731D,"80-th Level Archeology","brute force;data structures;greedy;sortings",2200,960
731C,"Socks","dfs and similar;dsu;graphs;greedy",1600,5084
731B,"Coupons and Discounts","constructive algorithms;greedy",1100,6628
731A,"Night at the Museum","implementation;strings",800,23125
730L,"Expression Queries","data structures",3200,44
730K,"Roads Orientation Problem","graphs",3200,62
730J,"Bottles","dp",1900,1859
730I,"Olympiad in Programming and Sports","dp;flows;graphs;greedy",2000,1048
730H,"Delete Them","constructive algorithms;implementation",1300,2495
730G,"Car Repair Shop","implementation",1600,1860
730F,"Ber Patio","unknown",3100,62
730E,"Award Ceremony","greedy;implementation",2200,613
730D,"Running Over The Bridges","greedy;implementation;math",2200,576
730C,"Bulmart","binary search;dfs and similar",2100,890
730B,"Minimum and Maximum","constructive algorithms;interactive",1800,1927
730A,"Toda 2","greedy;implementation",1800,1354
729F,"Financiers Game","dp",2500,720
729E,"Subordinates","constructive algorithms;data structures;graphs;greedy;sortings",1900,1795
729D,"Sea Battle","constructive algorithms;greedy;math",1700,2936
729C,"Road to Cinema","binary search;greedy;sortings",1700,3215
729B,"Spotlights","dp;implementation",1200,5699
729A,"Interview with Oleg","implementation;strings",900,5930
727F,"Polycarp's problems","binary search;dp;greedy",2300,503
727E,"Games on a CD","data structures;hashing;string suffix structures;strings",2300,646
727D,"T-shirts Distribution","constructive algorithms;flows;greedy",1800,1407
727C,"Guess the Array","constructive algorithms;interactive;math",1400,3841
727B,"Bill Total Value","expression parsing;implementation;strings",1600,1656
727A,"Transformation: from A to B","brute force;dfs and similar;math",1000,7769
725G,"Messages on a Tree","unknown",3300,78
725F,"Family Photos","games;greedy",2900,246
725E,"Too Much Money","brute force;greedy",2600,541
725D,"Contest Balloons","data structures;greedy",1800,2266
725C,"Hidden Word","brute force;constructive algorithms;implementation;strings",1600,2319
725B,"Food on the Plane","implementation;math",1200,4517
725A,"Jumping Ball","implementation",1000,5787
724G,"Xor-matic Number of the Graph","bitmasks;graphs;math;number theory;trees",2600,607
724F,"Uniformly Branched Trees","combinatorics;dp;trees",2700,248
724E,"Goods transportation","dp;flows;greedy",2900,712
724D,"Dense Subsequence","data structures;greedy;strings",1900,1995
724C,"Ray Tracing","greedy;hashing;implementation;math;number theory;sortings",1800,1766
724B,"Batch Sort","brute force;greedy;implementation;math",1500,3530
724A,"Checking the Calendar","implementation",1000,5786
723F,"st-Spanning Tree","dsu;graphs;greedy;implementation",2300,1126
723E,"One-Way Reform","constructive algorithms;dfs and similar;flows;graphs;greedy",2200,1391
723D,"Lakes in Berland","dfs and similar;dsu;graphs;greedy;implementation",1600,5385
723C,"Polycarp at the Radio","greedy",1600,3983
723B,"Text Document Analysis","expression parsing;implementation;strings",1100,8349
723A,"The New Year: Meeting Friends","implementation;math;sortings",800,29930
722F,"Cyclic Cipher","chinese remainder theorem;data structures;implementation;number theory;two pointers",2800,296
722E,"Research Rover","combinatorics;dp",2900,491
722D,"Generating Sets","binary search;data structures;dfs and similar;greedy;strings;trees",1900,2687
722C,"Destroying Array","data structures;dsu",1600,5630
722B,"Verse Pattern","implementation;strings",1200,5568
722A,"Broken Clock","brute force;implementation",1300,5552
721E,"Road to Home","binary search;dp",2700,260
721D,"Maxim and Array","constructive algorithms;data structures;greedy;math",2000,1985
721C,"Journey","dp;graphs",1800,3969
721B,"Passwords","implementation;math;sortings;strings",1100,9864
721A,"One-dimensional Japanese Crossword","implementation",800,15177
720F,"Array Covering","data structures",3100,49
720E,"Cipher","implementation",3100,33
720D,"Slalom","data structures;dp;sortings",3100,103
720C,"Homework","constructive algorithms",3100,53
720B,"Cactusophobia","dfs and similar;flows",2400,234
720A,"Closing ceremony","greedy",2000,589
719B,"Anatoly and Cockroaches","greedy",1400,6838
719A,"Vitya in the Countryside","implementation",1100,12941
718E,"Matvey's Birthday","bitmasks;graphs",3300,189
718D,"Andrew and Chemistry","dp;hashing;trees",2900,261
718C,"Sasha and Array","data structures;math;matrices",2300,1875
718A,"Efim and Strange Grade","dp;implementation;math",1700,3908
717I,"Cowboy Beblop at his computer","geometry",2800,186
717H,"Pokermon League challenge","math;probabilities",2400,338
717G,"Underfail","flows",2400,478
717F,"Heroes of Making Magic III","data structures",2600,230
717E,"Paint it really, really dark gray","dfs and similar",1900,1144
717D,"Dexterina’s Lab","games;matrices;probabilities",1900,1058
717C,"Potions Homework","implementation;sortings",1200,2840
717B,"R3D3’s Summer Adventure","dp;greedy",2700,106
717A,"Festival Organization","math;number theory",2900,175
716B,"Complete the Word","greedy;two pointers",1300,8839
716A,"Crazy Computer","implementation",800,17098
715E,"Complete the Permutations","combinatorics;fft;graphs;math",3400,190
715D,"Create a Maze","constructive algorithms",3100,143
715C,"Digit Tree","dfs and similar;divide and conquer;dsu;trees",2700,1179
715B,"Complete The Graph","binary search;constructive algorithms;graphs;shortest paths",2300,1843
715A,"Plus and Square Root","constructive algorithms;math",1600,5000
714B,"Filya and Homework","implementation;sortings",1200,9781
714A,"Meeting of Old Friends","implementation;math",1100,8908
713E,"Sonya Partymaker","binary search;dp",3300,150
713D,"Animals and Puzzle","binary search;data structures",2700,705
713C,"Sonya and Problem Wihtout a Legend","dp;sortings",2300,2044
713B,"Searching Rectangles","binary search;constructive algorithms;interactive",2200,1262
713A,"Sonya and Queries","data structures;implementation",1400,6945
712E,"Memory and Casinos","data structures;math;probabilities",2500,467
712D,"Memory and Scores","combinatorics;dp;math",2200,1270
712C,"Memory and De-Evolution","greedy;math",1600,4822
712B,"Memory and Trident","implementation;strings",1100,7625
712A,"Memory and Crow","implementation;math",800,9782
711E,"ZS and The Birthday Paradox","math;number theory;probabilities",2300,1083
711D,"Directed Roads","combinatorics;dfs and similar;graphs;math",1900,3391
711C,"Coloring Trees","dp",1700,5670
711B,"Chris and Magic Square","constructive algorithms;implementation",1400,7258
711A,"Bus to Udayland","brute force;implementation",800,22354
710F,"String Set Queries","brute force;data structures;hashing;interactive;string suffix structures;strings",2400,753
710E,"Generate a String","dfs and similar;dp",2000,3443
710D,"Two Arithmetic Progressions","math;number theory",2500,681
710C,"Magic Odd Square","constructive algorithms;math",1500,4053
710B,"Optimal Point on a Line","brute force;sortings",1400,6503
710A,"King Moves","implementation",800,10188
709B,"Checkpoints","greedy;implementation;sortings",1500,4137
709A,"Juicer","implementation",900,15249
708E,"Student's Camp","dp;math",3100,367
708D,"Incorrect Flow","flows",2900,419
708C,"Centroids","data structures;dfs and similar;dp;graphs;greedy;trees",2300,1524
708B,"Recover the String","constructive algorithms;greedy;implementation;math",1900,2738
708A,"Letters Cyclic Shift","constructive algorithms;greedy;implementation;strings",1200,7248
707E,"Garlands","data structures",2400,735
707D,"Persistent Bookcase","bitmasks;data structures;dfs and similar;implementation",2200,2015
707C,"Pythagorean Triples","math;number theory",1500,9027
707B,"Bakery","graphs",1300,10241
707A,"Brain's Photos","implementation",800,25329
706E,"Working routine","data structures;implementation",2500,863
706D,"Vasiliy's Multiset","binary search;bitmasks;data structures;trees",1800,5573
706C,"Hard problem","dp;strings",1600,10672
706B,"Interesting drink","binary search;dp;implementation",1100,26799
706A,"Beru-taxi","brute force;geometry;implementation",900,11632
705B,"Spider Man","games;math",1100,7373
705A,"Hulk","implementation",800,48266
704E,"Iron Man","data structures;geometry;trees",3300,165
704D,"Captain America","flows;greedy",3100,384
704C,"Black Widow","dp;graphs;implementation;math",2900,319
704B,"Ant Man","dp;graphs;greedy",2500,1013
704A,"Thor","brute force;data structures;implementation",1600,6615
703E,"Mishka and Divisors","dp;number theory",2600,441
703D,"Mishka and Interesting sum","data structures",2100,2369
703C,"Chris and Road","geometry;implementation",2100,1411
703B,"Mishka and trip","implementation;math",1400,5254
703A,"Mishka and Game","implementation",800,28023
702F,"T-Shirts","data structures",2800,388
702E,"Analysis of Pathes in Functional Graph","data structures;graphs",2100,1451
702D,"Road to Post Office","math",1900,2559
702C,"Cellular Network","binary search;implementation;two pointers",1500,5511
702B,"Powers of Two","brute force;data structures;implementation;math",1500,7302
702A,"Maximum Increase","dp;greedy;implementation",800,21541
701C,"They Are Everywhere","binary search;strings;two pointers",1500,7959
701B,"Cells Not Under Attack","data structures;math",1200,9118
701A,"Cards","greedy;implementation",800,15128
700E,"Cool Slogans","string suffix structures;strings",3300,652
700D,"Huffman Coding on Segment","data structures;greedy",3100,290
700C,"Break Up","dfs and similar;graphs",2600,820
700B,"Connecting Universities","dfs and similar;dp;graphs;trees",1800,2796
700A,"As Fast As Possible","binary search;math",1900,2811
699B,"One Bomb","implementation",1400,6288
699A,"Launch of Collider","implementation",1000,9708
698F,"Coprime Permutation","combinatorics;number theory",3000,134
698E,"Cron","unknown",2800,88
698D,"Limak and Shooting Points","brute force;geometry;math",2600,367
698C,"LRU","bitmasks;dp;math;probabilities",2400,949
698B,"Fix a Tree","constructive algorithms;dfs and similar;dsu;graphs;trees",1700,4426
698A,"Vacations","dp",1400,16563
697B,"Barnicle","brute force;implementation;math;strings",1400,5073
697A,"Pineapple Incident","implementation;math",900,10610
696F,"...Dary!","binary search;geometry;two pointers",3300,84
696E,"...Wait for it...","data structures;dsu;trees",3000,293
696D,"Legen...","data structures;dp;matrices;strings",2500,711
696C,"PLEASE","combinatorics;dp;implementation;math;matrices",2000,1672
696B,"Puzzles","dfs and similar;math;probabilities;trees",1700,2797
696A,"Lorenzo Von Matterhorn","brute force;data structures;implementation;trees",1500,5136
691F,"Couple Cover","brute force;dp;number theory",2200,895
691E,"Xor-sequences","matrices",1900,1456
691D,"Swaps in Permutation","dfs and similar;dsu;math",1700,3285
691C,"Exponential notation","implementation;strings",1800,1826
691B,"s-palindrome","implementation;strings",1600,3676
691A,"Fashion in Berland","implementation",1000,7487
690F3,"Tree of Life (hard)","trees",3200,28
690F2,"Tree of Life (medium)","constructive algorithms;hashing;trees",2700,50
690F1,"Tree of Life (easy)","unknown",1300,1645
690E2,"Photographs (II)","unknown",2600,104
690E1,"Photographs (I)","unknown",1800,551
690D3,"The Wall (hard)","unknown",2100,369
690D2,"The Wall (medium)","combinatorics",1800,967
690D1,"The Wall (easy)","unknown",1200,1875
690C3,"Brain Network (hard)","trees",2200,660
690C2,"Brain Network (medium)","dfs and similar;graphs;trees",1500,2093
690C1,"Brain Network (easy)","unknown",1300,1894
690B3,"Recover Polygon (hard)","data structures",2600,69
690B2,"Recover Polygon (medium)","geometry",2600,142
690B1,"Recover Polygon (easy)","unknown",1700,754
690A3,"Collective Mindsets (hard)","unknown",2400,206
690A2,"Collective Mindsets (medium)","unknown",2300,385
690A1,"Collective Mindsets (easy)","unknown",1100,2092
689E,"Mike and Geometry Problem","combinatorics;data structures;dp;geometry;implementation",2000,1171
689D,"Friends and Subsequences","binary search;data structures",2100,1997
689C,"Mike and Chocolate Thieves","binary search;combinatorics;math",1700,3352
689B,"Mike and Shortcuts","dfs and similar;graphs;greedy;shortest paths",1600,4326
689A,"Mike and Cellphone","brute force;constructive algorithms;implementation",1400,4594
688B,"Lovely Palindromes","constructive algorithms;math",1000,17951
688A,"Opponents","implementation",800,11623
687E,"TOF","dfs and similar;graphs",2900,231
687D,"Dividing Kingdom II","brute force;data structures;dsu;graphs;sortings",2500,633
687C,"The Values You Can Make","dp",1900,3700
687B,"Remainders Game","chinese remainder theorem;math;number theory",1800,3996
687A,"NP-Hard Problem","dfs and similar;graphs",1500,9668
686B,"Little Robber Girl's Zoo","constructive algorithms;implementation;sortings",1100,6422
686A,"Free Ice Cream","constructive algorithms;implementation",800,19506
685E,"Travelling Through the Snow Queen's Kingdom","bitmasks;brute force;divide and conquer;graphs",2800,307
685D,"Kay and Eternity","brute force;implementation;sortings",2600,380
685C,"Optimal Point","binary search;math",2900,388
685B,"Kay and Snowflake","data structures;dfs and similar;dp;trees",1900,2639
685A,"Robbers' watch","brute force;combinatorics;dp;math",1700,3750
683J,"The Hero with Bombs","*special problem",3000,27
683I,"Loader","*special problem",2500,25
683H,"Exchange of Books","*special problem",1900,78
683G,"The Fraction","*special problem",1900,111
683F,"Reformat the String","*special problem",1800,124
683E,"Hammer throwing","*special problem",1800,166
683D,"Chocolate Bar","*special problem;math",1400,269
683C,"Symmetric Difference","*special problem",1600,287
683B,"The Teacher of Physical Education","*special problem",1600,290
683A,"The Check of the Point","*special problem;geometry",1200,642
682E,"Alyona and Triangles","geometry;two pointers",2600,506
682D,"Alyona and Strings","dp;strings",1900,2599
682C,"Alyona and the Tree","dfs and similar;dp;graphs;trees",1600,5334
682B,"Alyona and Mex","sortings",1200,8151
682A,"Alyona and Numbers","constructive algorithms;math;number theory",1100,12771
681E,"Runaway to a Shadow","geometry;sortings",2500,367
681D,"Gifts by the List","constructive algorithms;dfs and similar;graphs;trees",2000,1500
681C,"Heap Operations","constructive algorithms;data structures;greedy",1600,4794
681B,"Economy Game","brute force",1300,7081
681A,"A Good Contest","implementation",800,12057
680B,"Bear and Finding Criminals","constructive algorithms;implementation",1000,14818
680A,"Bear and Five Cards","constructive algorithms;implementation",800,10156
679E,"Bear and Bad Powers of 42","data structures",3100,371
679D,"Bear and Chase","brute force;dfs and similar;graphs;implementation;math;probabilities",2900,242
679C,"Bear and Square Grid","dfs and similar;dsu;implementation",2400,997
679B,"Bear and Tower of Cubes","binary search;dp;greedy",2200,1874
679A,"Bear and Prime 100","constructive algorithms;interactive;math",1400,8042
678F,"Lena and Queries","data structures;divide and conquer;geometry",2500,414
678E,"Another Sith Tournament","bitmasks;dp;math;probabilities",2200,1268
678D,"Iterated Linear Function","math;number theory",1700,3119
678C,"Joty and Chocolate","implementation;math;number theory",1600,6136
678B,"The Same Calendar","implementation",1600,3232
678A,"Johny Likes Numbers","implementation;math",800,8693
677E,"Vanya and Balloons","binary search;brute force;dp;implementation",2300,500
677D,"Vanya and Treasure","data structures;dp;graphs;shortest paths",2300,1174
677C,"Vanya and Label","bitmasks;combinatorics;implementation;strings",1500,5085
677B,"Vanya and Food Processor","implementation;math",1400,6106
677A,"Vanya and Fence","implementation",800,53800
676E,"The Last Fight Between Human and AI","math",2400,799
676D,"Theseus and labyrinth","graphs;implementation;shortest paths",2000,1566
676C,"Vasya and String","binary search;dp;strings;two pointers",1500,11181
676B,"Pyramid of Glasses","implementation;math;math",1500,4570
676A,"Nicholas and Permutation","constructive algorithms;implementation",800,11016
675E,"Trains and Statistic","data structures;dp;greedy",2300,1668
675D,"Дерево","data structures;trees",1800,2886
675C,"Money Transfers","constructive algorithms;data structures;greedy;sortings",2100,3001
675B,"Restoring Painting","brute force;constructive algorithms;math",1400,6148
675A,"Infinite Sequence","math",1100,11881
673B,"Problems for Round","greedy;implementation",1300,3190
673A,"Bear and Game","implementation",800,7649
672B,"Different is Good","constructive algorithms;implementation;strings",1000,12564
672A,"Summer Camp","implementation",800,11884
671E,"Organizing a Race","data structures;greedy",3300,165
671D,"Roads in Yusland","data structures;dp;greedy",2900,672
671C,"Ultimate Weirdness of an Array","data structures;number theory",2800,508
671B,"Robin Hood","binary search;greedy",2000,2526
671A,"Recycling Bottles","dp;geometry;greedy;implementation",1800,3762
670F,"Restore a Number","brute force;constructive algorithms;strings",2300,759
670E,"Correct Bracket Sequence Editor","data structures;dsu;strings",1700,2699
670D2,"Magic Powder - 2","binary search;implementation",1500,6603
670D1,"Magic Powder - 1","binary search;brute force;implementation",1400,7626
670C,"Cinema","implementation;sortings",1300,6763
670B,"Game of Robots","implementation",1000,8416
670A,"Holidays","brute force;constructive algorithms;greedy;math",900,12249
669A,"Little Artem and Presents","math",800,7938
667B,"Coat of Anticubism","constructive algorithms;geometry",1100,4648
667A,"Pouring Rain","geometry;math",1100,6143
666E,"Forensic Examination","data structures;string suffix structures",3100,731
666D,"Chain Reaction","brute force;geometry",3000,192
666C,"Codeword","combinatorics;strings",2500,575
666B,"World Tour","graphs;shortest paths",2000,1602
666A,"Reberland Linguistics","dp;implementation;strings",1800,3044
665F,"Four Divisors","data structures;dp;math;number theory;sortings;two pointers",2400,364
665E,"Beautiful Subarrays","data structures;divide and conquer;strings;trees",2100,1598
665D,"Simple Subset","constructive algorithms;greedy;number theory",1800,2154
665C,"Simple Strings","dp;greedy;strings",1300,6465
665B,"Shopping","brute force",1400,2702
665A,"Buses Between Cities","implementation",1600,2248
664A,"Complicated GCD","math;number theory",800,11112
663A,"Rebus","constructive algorithms;expression parsing;greedy;math",1800,2683
662E,"To Hack or not to Hack","brute force;dp;greedy",3100,88
662D,"International Olympiad","constructive algorithms;greedy;implementation;math",2000,1459
662C,"Binary Table","bitmasks;brute force;divide and conquer;dp;fft;math",2600,1144
662B,"Graph Coloring","dfs and similar;graphs",2200,1127
662A,"Gambling Nim","bitmasks;math;matrices;probabilities",2400,267
661H,"Rotate Matrix","*special problem",2400,37
661G,"Hungarian Notation","*special problem",2200,36
661F,"Primes in Interval","*special problem",1900,77
661E,"Divisibility Check","*special problem",2000,62
661D,"Maximal Difference","*special problem",2100,113
661C,"Array Sum","*special problem",2000,111
661B,"Seasons","*special problem",1900,198
661A,"Lazy Caterer Sequence","*special problem",1300,501
660F,"Bear and Bowling 4","binary search;data structures;geometry;ternary search",2500,826
660E,"Different Subsets For All Tuples","combinatorics",2300,583
660D,"Number of Parallelograms","geometry",1900,2631
660C,"Hard Process","binary search;dp;two pointers",1600,5938
660B,"Seating On Bus","implementation",1000,4086
660A,"Co-prime Array","greedy;implementation;math;number theory",1200,5679
659G,"Fence Divercity","combinatorics;dp;number theory",2300,784
659F,"Polycarp and Hay","dfs and similar;dsu;graphs;greedy;sortings",2000,1431
659E,"New Reform","data structures;dfs and similar;dsu;graphs;greedy",1600,5641
659D,"Bicycle Race","geometry;implementation;math",1500,5086
659C,"Tanya and Toys","greedy;implementation",1200,9503
659B,"Qualifying Contest","constructive algorithms;sortings",1300,5357
659A,"Round House","implementation;math",1000,12194
658A,"Bear and Reverse Radewoosh","implementation",800,6025
656G,"You're a Professional","*special problem",1900,417
656F,"Ace It!","*special problem",1900,562
656E,"Out of Controls","*special problem",2000,623
656D,"Rosetta Problem","*special problem",2100,653
656C,"Without Text","*special problem",2000,505
656B,"Scrambled","*special problem;implementation",1700,1495
656A,"Da Vinci Powers","*special problem",1900,3017
653G,"Move by Prime","combinatorics;math;number theory",3100,243
653F,"Paper task","data structures;string suffix structures;strings",2600,575
653E,"Bear and Forgotten Tree 2","dfs and similar;dsu;graphs;trees",2400,1004
653D,"Delivery Bears","binary search;flows;graphs",2200,1644
653C,"Bear and Up-Down","brute force;implementation",1900,1454
653B,"Bear and Compressing","brute force;dfs and similar;dp;strings",1300,4119
653A,"Bear and Three Balls","brute force;implementation;sortings",900,5937
652F,"Ants on a Circle","constructive algorithms;math",2800,233
652E,"Pursuit For Artifacts","dfs and similar;dsu;graphs;trees",2300,1080
652D,"Nested Segments","data structures;sortings",1800,2349
652C,"Foe Pairs","combinatorics;sortings;two pointers",1800,2152
652B,"z-sort","sortings",1000,6404
652A,"Gabriel and Caterpillar","implementation;math",1400,3504
651B,"Beautiful Paintings","greedy;sortings",1200,8853
651A,"Joysticks","dp;greedy;implementation;math",1100,16749
650E,"Clockwork Bomb","data structures;dfs and similar;dsu;greedy;trees",3200,372
