id,name,categories,difficulty,solved
68B,"Energy exchange","binary search",1600,2346
68A,"Irrational problem","implementation;number theory",1100,3457
67E,"Save the City!","geometry",2500,231
67D,"Optical Experiment","binary search;data structures;dp",1900,1008
67C,"Sequence of Balls","dp",2600,340
67B,"Restoration of the Permutation","greedy",1800,641
67A,"Partial Teacher","dp;graphs;greedy;implementation",1800,1503
66E,"Petya and Post","data structures;dp",2000,508
66D,"Petya and His Friends","constructive algorithms;math;number theory",1700,2091
66C,"Petya and File System","data structures;implementation",1800,829
66B,"Petya and Countryside","brute force;implementation",1100,10519
66A,"Petya and Java","implementation;strings",1300,4712
65E,"Harry Potter and Moving Staircases","dfs and similar;implementation",2900,53
65D,"Harry Potter and the Sorting Hat","brute force;dfs and similar;hashing",2200,356
65C,"Harry Potter and the Golden Snitch","binary search;geometry",2100,693
65B,"Harry Potter and the History of Magic","brute force;greedy;implementation",1700,1116
65A,"Harry Potter and Three Spells","implementation;math",1800,1437
64I,"Sort the Table","*special problem;sortings",2400,63
64H,"Table Bowling","*special problem;sortings",2300,89
64G,"Path Canonization","*special problem",2200,92
64F,"Domain","*special problem;expression parsing",2000,139
64E,"Prime Segment","*special problem;brute force",1800,179
64D,"Presents","*special problem;greedy",1800,226
64C,"Table","*special problem;greedy;implementation;math",1600,256
64B,"Expression","*special problem;expression parsing",1500,407
64A,"Factorial","*special problem;implementation",1300,636
63E,"Sweets Game","bitmasks;dfs and similar;dp;games;implementation",2000,516
63D,"Dividing Island","constructive algorithms",1900,856
63C,"Bulls and Cows","brute force;implementation",1700,1219
63B,"Settlers' Training","implementation",1200,3275
63A,"Sinking Ship","implementation;sortings;strings",900,7180
62E,"World Evil","dp;flows",2700,146
62D,"Wormhouse","dfs and similar;graphs",2300,273
62C,"Inquisition","geometry;implementation;sortings",2300,216
62B,"Tyndex.Brome","binary search;implementation",1800,1058
62A,"A Student's Dream","greedy;math",1300,2676
61E,"Enemy is weak","data structures;trees",1900,5315
61D,"Eternal Victory","dfs and similar;graphs;greedy;shortest paths;trees",1800,3765
61C,"Capture Valerian","math",2000,566
61B,"Hard Work","strings",1300,2876
61A,"Ultra-Fast Mathematician","implementation",800,46562
60E,"Mushroom Gnomes","math;matrices",2600,226
60D,"Savior","brute force;dsu;math",2500,243
60C,"Mushroom Strife","brute force;dfs and similar",2100,439
60B,"Serial Time!","dfs and similar;dsu",1400,3135
60A,"Where Are My Flakes?","implementation;two pointers",1300,2627
59E,"Shortest Path","graphs;shortest paths",2000,1499
59D,"Team Arrangement","constructive algorithms;greedy;implementation",2000,459
59C,"Title","expression parsing",1600,1413
59B,"Fortune Telling","implementation;number theory",1200,4359
59A,"Word","implementation;strings",800,62180
58E,"Expression","dp",2400,194
58D,"Calendar","greedy;strings",2000,519
58C,"Trees","brute force",1800,1425
58B,"Coins","greedy",1300,7595
58A,"Chat room","greedy;strings",1000,62999
57E,"Chess","math;shortest paths",3000,149
57D,"Journey","dp;math",2500,261
57C,"Array","combinatorics;math",1900,1347
57B,"Martian Architecture","implementation",1600,831
57A,"Square Earth?","dfs and similar;greedy;implementation",1300,2183
56E,"Domino Principle","binary search;data structures;sortings",2200,1291
56D,"Changing a String","dp",2100,891
56C,"Corporation Mail","data structures;expression parsing;implementation",1700,899
56B,"Spoilt Permutation","implementation",1300,2565
56A,"Bar","implementation",1000,5328
55E,"Very simple problem","geometry;two pointers",2500,471
55D,"Beautiful numbers","dp;number theory",2500,1977
55C,"Pie or die","games",1900,1129
55B,"Smallest number","brute force",1600,1564
55A,"Flea travel","implementation;math",1200,2389
54E,"Vacuum Сleaner","geometry",2700,132
54D,"Writing a Song","brute force;dp;strings",2100,321
54C,"First Digit Law","dp;math;probabilities",2000,816
54B,"Cutting Jigsaw Puzzle","hashing;implementation",1800,573
54A,"Presents","implementation",1300,1505
53E,"Dead Ends","bitmasks;dp",2500,581
53D,"Physical Education","sortings",1500,1249
53C,"Little Frog","constructive algorithms",1200,4193
53B,"Blog Photo","binary search;implementation",1700,936
53A,"Autocomplete","implementation",1100,3191
52C,"Circular RMQ","data structures",2200,4357
52B,"Right Triangles","combinatorics",1600,1306
52A,"123-sequence","implementation",900,4098
51F,"Caterpillar","dfs and similar;dp;graphs;trees",2800,327
51E,"Pentagon","combinatorics;graphs;matrices",2400,252
51D,"Geometrical problem","implementation",2200,324
51C,"Three Base Stations","binary search;greedy",1800,1080
51B,"bHTML Tables Analisys","expression parsing",1700,713
51A,"Cheaterius's Problem","implementation",1300,1401
50E,"Square Equation Roots","math",2300,270
50D,"Bombing","binary search;dp;probabilities",2100,459
50C,"Happy Farm 5","geometry",2000,567
50B,"Choosing Symbol Pairs","strings",1500,3965
50A,"Domino piling","greedy;math",800,98833
49E,"Common ancestor","dp",2300,464
49D,"Game","brute force;dp;implementation",1800,1330
49C,"Disposition","constructive algorithms;math",1700,1182
49B,"Sum","math",1500,1756
49A,"Sleuth","implementation",800,7808
48H,"Black and White","constructive algorithms",2800,94
48G,"Galaxy Union","dp;trees;two pointers",2700,125
48F,"Snow sellers","greedy;sortings",2800,70
48E,"Ivan the Fool VS Gorynych the Dragon","dp;games;graphs",2100,391
48D,"Permutations","greedy",1500,1596
48C,"The Race","math",1800,588
48B,"Land Lot","brute force;implementation",1200,1812
48A,"Rock-paper-scissors","implementation;schedules",900,3513
47E,"Cannon","data structures;geometry;sortings",2200,261
47D,"Safe","brute force",2200,488
47C,"Crossword","implementation",2000,485
47B,"Coins","implementation",1200,6161
47A,"Triangular numbers","brute force;math",800,8632
46G,"Emperor's Problem","geometry",2500,66
46F,"Hercule Poirot Problem","dsu;graphs",2300,247
46E,"Comb","data structures;dp",1900,670
46D,"Parking Lot","data structures;implementation",1800,806
46C,"Hamsters and Tigers","two pointers",1600,1636
46B,"T-shirts from Sponsor","implementation",1100,2373
46A,"Ball Game","brute force;implementation",800,5497
45J,"Planting Trees","constructive algorithms",1800,617
45I,"TCMCF+++","greedy",1400,1273
45H,"Road Problem","graphs",2100,127
45G,"Prime Problem","number theory",2200,503
45F,"Goats and Wolves","greedy",2500,70
45E,"Director","constructive algorithms;greedy",2000,416
45D,"Event Dates","greedy;meet-in-the-middle;sortings",1900,1058
45C,"Dancing Lessons","data structures",1900,593
45B,"School","dp;dsu",2200,182
45A,"Codecraft III","implementation",900,3124
44J,"Triminoes","constructive algorithms;greedy",2000,433
44I,"Toys","brute force;combinatorics",2300,142
44H,"Phone Number","dp",1700,1031
44G,"Shooting Gallery","data structures;implementation",2500,138
44F,"BerPaint","geometry;graphs",2700,45
44E,"Anfisa the Monkey","dp",1400,2919
44D,"Hyperdrive","math",1800,544
44C,"Holidays","implementation",1300,1713
44B,"Cola","implementation",1500,1325
44A,"Indian Summer","implementation",900,3839
43E,"Race","brute force;implementation;two pointers",2300,279
43D,"Journey","brute force;constructive algorithms;implementation",2000,871
43C,"Lucky Tickets","greedy",1300,3175
43B,"Letter","implementation;strings",1100,7523
43A,"Football","strings",1000,21705
42E,"Baldman and the military","dfs and similar;graphs;trees",2700,149
42D,"Strange town","constructive algorithms;math",2300,297
42C,"Safe cracking","brute force;constructive algorithms",2200,361
42B,"Game of chess unfinished","implementation",1700,719
42A,"Guilty --- to the kitchen!","greedy;implementation",1400,2069
41E,"3-cycles","constructive algorithms;graphs;greedy",1900,1331
41D,"Pawn","dp",1900,1193
41C,"Email address","expression parsing;implementation",1300,2501
41B,"Martian Dollar","brute force",1400,2478
41A,"Translation","implementation;strings",800,57985
40E,"Number Table","combinatorics",2500,369
40D,"Interesting Sequence","math",2600,89
40C,"Berland Square","implementation;math",2300,191
40B,"Repaintings","math",1600,788
40A,"Find Color","constructive algorithms;geometry;implementation;math",1300,2230
39K,"Testing","unknown",2600,54
39J,"Spelling Check","hashing;implementation;strings",1500,1760
39I,"Tram","unknown",2500,89
39H,"Multiplication Table","implementation",1300,1576
39G,"Inverse Function","implementation",2400,84
39F,"Pacifist frogs","implementation",1300,1030
39E,"What Has Dirichlet Got to Do with That?","dp;games",2000,637
39D,"Cubical Planet","math",1100,2336
39C,"Moon Craters","dp;sortings",2100,410
39B,"Company Income Growth","greedy",1300,1728
39A,"C*++ Calculations","expression parsing;greedy",2000,518
38H,"The Great Marathon","dp",2400,168
38G,"Queue","data structures",2300,456
38F,"Smart Boy","dp;games;strings",2100,275
38E,"Let's Go Rolling!","dp;sortings",1800,1638
38D,"Vasya the Architect","implementation",1900,387
38C,"Blinds","brute force",1400,1579
38B,"Chess","brute force;implementation;math",1200,2440
38A,"Army","implementation",800,12696
37E,"Trial for Chief","graphs;greedy;shortest paths",2600,375
37D,"Lesson Timetable","combinatorics;dp;math",2300,297
37C,"Old Berland Language","data structures;greedy;trees",1900,931
37B,"Computer Game","greedy;implementation",1800,712
37A,"Towers","sortings",1000,15279
36E,"Two Paths","constructive algorithms;dsu;graphs;implementation",2600,278
36D,"New Game with a Chess Piece","games",2300,457
36C,"Bowls","geometry;implementation",2200,225
36B,"Fractal","implementation",1600,1030
36A,"Extra-terrestrial Intelligence","implementation",1300,2044
35E,"Parade","data structures;sortings",2100,528
35D,"Animals","dp;greedy",1700,2011
35C,"Fire Again","brute force;dfs and similar;shortest paths",1500,3639
35B,"Warehouse","implementation",1700,809
35A,"Shell Game","implementation",1000,4198
34E,"Collisions","brute force;implementation;math",2000,470
34D,"Road Map","dfs and similar;graphs",1600,3154
34C,"Page Numbers","expression parsing;implementation;sortings;strings",1300,2942
34B,"Sale","greedy;sortings",900,21420
34A,"Reconnaissance 2","implementation",800,13801
33E,"Helper","unknown",2600,91
33D,"Knights","geometry;graphs;shortest paths;sortings",2000,829
33C,"Wonderful Randomized Sum","greedy",1800,1851
33B,"String Problem","shortest paths",1800,2150
33A,"What is for dinner?","greedy;implementation",1200,2557
32E,"Hide-and-Seek","geometry;implementation",2400,245
32D,"Constellation","implementation",1600,879
32C,"Flea","math",1700,1378
32B,"Borze","expression parsing;implementation",800,20744
32A,"Reconnaissance","brute force",800,6185
31E,"TV Game","dp",2400,745
31D,"Chocolate","dfs and similar;implementation",2000,667
31C,"Schedule","implementation",1700,1275
31B,"Sysadmin Bob","greedy;implementation;strings",1500,2711
31A,"Worms Evolution","implementation",1200,5895
30E,"Tricky and Clever Password","binary search;constructive algorithms;data structures;greedy;hashing;strings",2800,439
30D,"King's Problem?","geometry;greedy",2600,308
30C,"Shooting Gallery","dp;probabilities",1800,1291
30B,"Codeforces World Finals","implementation",1700,850
30A,"Accounting","brute force;math",1400,2240
29E,"Quarrel","graphs;shortest paths",2400,514
29D,"Ant on the Tree","constructive algorithms;dfs and similar;trees",2000,1447
29C,"Mail Stamps","data structures;dfs and similar;graphs;implementation",1700,2730
29B,"Traffic Lights","implementation",1500,1882
29A,"Spit Problem","brute force",1000,4370
28E,"DravDe saves the world","geometry;math",2800,53
28D,"Don't fear, DravDe is kind","binary search;data structures;dp;hashing",2400,444
28C,"Bath Queue","combinatorics;dp;probabilities",2200,625
28B,"pSort","dfs and similar;dsu;graphs",1600,2581
28A,"Bender Problem","implementation",1600,592
27E,"Number With The Given Amount Of Divisors","brute force;dp;number theory",2000,2356
27D,"Ring Road 2","2-sat;dfs and similar;dsu;graphs",2200,1612
27C,"Unordered Subsequence","constructive algorithms;greedy",1900,1921
27B,"Tournament","bitmasks;brute force;dfs and similar;greedy",1300,3185
27A,"Next Test","implementation;sortings",1200,10595
26E,"Multithreading","constructive algorithms",2400,288
26D,"Tickets","combinatorics;math;probabilities",2400,473
26C,"Parquet","combinatorics;constructive algorithms;greedy;implementation",2000,582
26B,"Regular Bracket Sequence","greedy",1400,7516
26A,"Almost Prime","number theory",900,13064
25E,"Test","hashing;strings",2200,1283
25D,"Roads not only in Berland","dsu;graphs;trees",1900,5215
25C,"Roads in Berland","graphs;shortest paths",1900,3487
25B,"Phone numbers","implementation",1100,5698
25A,"IQ test","brute force",1300,40670
24E,"Berland collider","binary search",2300,598
24D,"Broken robot","dp;math;probabilities",2400,790
24C,"Sequence of points","geometry;implementation;math",1800,939
24B,"F1 Champions","implementation",1500,1231
24A,"Ring road","graphs",1400,3171
23E,"Tree","dp",2500,422
23D,"Tetragon","geometry;math",2600,271
23C,"Oranges and Apples","constructive algorithms;sortings",2500,800
23B,"Party","constructive algorithms;graphs;math",1600,2002
23A,"You're Given a String...","brute force;greedy",1200,3073
22E,"Scheme","dfs and similar;graphs;trees",2300,841
22D,"Segments","greedy;sortings",1900,1723
22C,"System Administrator","graphs",1700,1908
22B,"Bargaining Table","brute force;dp",1500,2860
22A,"Second Order Statistics","brute force",800,9689
21D,"Traveling Graph","bitmasks;graph matchings;graphs",2400,482
21C,"Stripe 2","binary search;dp;sortings",2000,1333
21B,"Intersection","implementation;math",2000,943
21A,"Jabber ID","implementation;strings",1900,1143
20C,"Dijkstra?","graphs;shortest paths",1900,14514
20B,"Equation","math",2000,2152
20A,"BerOS file system","implementation",1700,3611
19E,"Fairy","dfs and similar;divide and conquer;dsu",2900,876
19D,"Points","data structures",2800,1098
19C,"Deletion of Repeats","greedy;hashing;string suffix structures",2200,744
19B,"Checkout Assistant","dp",1900,2251
19A,"World Football Cup","implementation",1400,1762
18E,"Flag 2","dp",2000,681
18D,"Seller Bob","brute force;dp;greedy",2000,804
18C,"Stripe","data structures;implementation",1200,7456
